id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier
10308,Randall,Cobb,DAL,WR,29,8,WR,average,7.46,78,0.29,0.035355339,7.4125,7.4575,21
11228,Robert,Woods,LAR,WR,27,6,WR,robust,16.015,15,0.105,0.615279,15.6415,16.3885,5
12186,Stefon,Diggs,MIN,WR,26,4,WR,weighted,15.99913978,15,0.040752688,1.393000359,14.94,16.72679,5
10312,Kyle,Rudolph,MIN,TE,30,8,TE,average,8.44,18,0.3725,1.668772004,7.378,9.502,8
10312,Kyle,Rudolph,MIN,TE,30,8,TE,robust,8.44,18,0.3725,1.749468,7.378,9.502,8
10312,Kyle,Rudolph,MIN,TE,30,8,TE,weighted,8.528817204,18,0.420591398,1.668772004,7.26,9.40052,8
10313,Andy,Dalton,CIN,QB,32,8,QB,average,16.645,23,0.5525,2.085965005,15.2175,17.8725,7
10313,Andy,Dalton,CIN,QB,32,8,QB,robust,16.645,23,0.5525,2.186835,15.2175,17.8725,7
10313,Andy,Dalton,CIN,QB,32,8,QB,weighted,16.74849462,22,0.057688172,2.085965005,15.07,17.74565,7
10318,Lance,Kendricks,NEP,TE,31,8,TE,average,2.29,68,0.0675,1.619274529,0.1145,2.1755,16
10318,Lance,Kendricks,NEP,TE,31,8,TE,robust,2.29,68,0.0675,1.697577,0.1145,2.1755,16
10318,Lance,Kendricks,NEP,TE,31,8,TE,weighted,2.29,67,0.061075269,1.619274529,0,2.042360465,16
10354,Luke,Stocker,ATL,TE,31,8,TE,average,3.33,52,0.0825,3.563818177,1.062,5.598,16
10354,Luke,Stocker,ATL,TE,31,8,TE,robust,3.33,52,0.0825,3.736152,1.062,5.598,16
10354,Luke,Stocker,ATL,TE,31,8,TE,weighted,3.140322581,56,0.11827957,3.563818177,0.81,5.304976744,16
10368,Taiwan,Jones,HOU,RB,31,8,RB,average,0.84,112,0.335,NA,0.84,0.84,19
10368,Taiwan,Jones,HOU,RB,31,8,RB,robust,0.84,112,0.335,0,0.84,0.84,19
10368,Taiwan,Jones,HOU,RB,31,8,RB,weighted,0.84,113,0.335,Inf,0.84,0.84,19
10369,Bilal,Powell,NYJ,RB,31,8,RB,average,1.82,91,0.03,NA,1.82,1.82,19
10369,Bilal,Powell,NYJ,RB,31,8,RB,robust,1.82,91,0.03,0,1.82,1.82,19
10369,Bilal,Powell,NYJ,RB,31,8,RB,weighted,1.82,92,0.032741935,NA,1.82,1.82,19
10378,Anthony,Sherman,KCC,RB,31,8,RB,average,3.08,78,0.22,2.177888886,0.154,2.926,18
10378,Anthony,Sherman,KCC,RB,31,8,RB,robust,3.08,78,0.22,2.283204,0.154,2.926,18
10378,Anthony,Sherman,KCC,RB,31,8,RB,weighted,3.08,79,0.237419355,2.177888886,0,2.746930233,18
10389,Dion,Lewis,TEN,RB,29,8,RB,average,11.09,33,0.93,0.579827561,10.721,11.459,10
10389,Dion,Lewis,TEN,RB,29,8,RB,robust,11.09,33,0.93,0.607866,10.721,11.459,10
10389,Dion,Lewis,TEN,RB,29,8,RB,weighted,11.12086022,33,0.966451613,0.579827561,10.68,11.42374,10
10398,Lee,Smith,BUF,TE,32,8,TE,average,1.13,90,0.0825,0.799030663,0.0565,1.0735,16
10398,Lee,Smith,BUF,TE,32,8,TE,robust,1.13,90,0.0825,0.837669,0.0565,1.0735,16
10398,Lee,Smith,BUF,TE,32,8,TE,weighted,1.13,90,0.016827957,0.799030663,0,1.007802326,16
10409,Charles,Clay,ARI,TE,30,8,TE,average,4.29,42,0.035,0.254558441,4.128,4.452,14
10409,Charles,Clay,ARI,TE,30,8,TE,robust,4.29,42,0.035,0.266868,4.128,4.452,14
10409,Charles,Clay,ARI,TE,30,8,TE,weighted,4.276451613,43,0.028709677,0.254558441,4.11,4.431069767,14
10410,Dwayne,Harris,OAK,WR,32,8,WR,average,0.86,157,0.175,NA,0.86,0.86,NA
12186,Stefon,Diggs,MIN,WR,26,4,WR,robust,15.925,16,0.3,1.460361,15.0385,16.8115,5
11228,Robert,Woods,LAR,WR,27,6,WR,weighted,15.98376344,16,0.31983871,0.586898628,15.6,16.34024419,5
10413,Tyrod,Taylor,LAC,QB,30,8,QB,average,0.962,39,0.104,0.680236724,0.0481,0.9139,10
10413,Tyrod,Taylor,LAC,QB,30,8,QB,robust,0.962,39,0.104,0.7131306,0.0481,0.9139,10
10413,Tyrod,Taylor,LAC,QB,30,8,QB,weighted,0.962,40,0.10211828,0.680236724,0,0.857969767,10
10432,Virgil,Green,LAC,TE,31,8,TE,average,3.145,56,0.135,0.459619408,2.8525,3.4375,16
10432,Virgil,Green,LAC,TE,31,8,TE,robust,3.145,56,0.135,0.481845,2.8525,3.4375,16
10432,Virgil,Green,LAC,TE,31,8,TE,weighted,3.169462366,55,0.084301075,0.459619408,2.82,3.40955,16
10514,Nick,Bellore,SEA,RB,30,8,RB,average,0,119,0,NA,0,0,19
10514,Nick,Bellore,SEA,RB,30,8,RB,robust,0,119,0,0,0,0,19
10514,Nick,Bellore,SEA,RB,30,8,RB,weighted,0,120,0,NA,0,0,19
10696,Robert,Griffin III,BAL,QB,29,7,QB,average,0.856,41,0.003,0.605283405,0.0428,0.8132,10
10696,Robert,Griffin III,BAL,QB,29,7,QB,robust,0.856,41,0.003,0.6345528,0.0428,0.8132,10
10696,Robert,Griffin III,BAL,QB,29,7,QB,weighted,0.856,43,0.003,0.605283405,0,0.763432558,10
10697,Ryan,Tannehill,TEN,QB,31,7,QB,average,0.858,40,0.001,0.606697618,0.0429,0.8151,10
10697,Ryan,Tannehill,TEN,QB,31,7,QB,robust,0.858,40,0.001,0.6360354,0.0429,0.8151,10
10697,Ryan,Tannehill,TEN,QB,31,7,QB,weighted,0.858,42,0.003,0.606697618,0,0.765216279,10
10699,Nick,Foles,JAC,QB,30,7,QB,average,0,56,0,NA,0,0,10
10699,Nick,Foles,JAC,QB,30,7,QB,robust,0,56,0,0,0,0,10
10699,Nick,Foles,JAC,QB,30,7,QB,weighted,0,58,0,NA,0,0,10
10700,Kirk,Cousins,MIN,QB,31,7,QB,average,17.74,20,0.8125,1.103086579,16.938,18.342,6
10700,Kirk,Cousins,MIN,QB,31,7,QB,robust,17.74,20,0.8125,1.156428,16.938,18.342,6
10700,Kirk,Cousins,MIN,QB,31,7,QB,weighted,17.7911828,19,0.326344086,1.103086579,16.86,18.27492,6
10703,Russell,Wilson,SEA,QB,31,7,QB,average,19.07,13,0.0725,2.573868684,17.332,20.608,5
10703,Russell,Wilson,SEA,QB,31,7,QB,robust,19.07,13,0.0725,2.698332,17.332,20.608,5
10703,Russell,Wilson,SEA,QB,31,7,QB,weighted,19.19946237,13,0.093387097,2.573868684,17.15,20.45148,5
10708,Lamar,Miller,HOU,RB,28,7,RB,average,0,119,0,NA,0,0,19
10708,Lamar,Miller,HOU,RB,28,7,RB,robust,0,119,0,0,0,0,19
10708,Lamar,Miller,HOU,RB,28,7,RB,weighted,0,120,0,NA,0,0,19
10722,Alshon,Jeffery,PHI,WR,29,7,WR,average,14.565,21,0.445,2.170817818,12.4735,15.2365,7
13635,D.J.,Moore,CAR,WR,22,1,WR,robust,15.895,17,0.55,0.748713,15.4405,16.3495,5
13635,D.J.,Moore,CAR,WR,22,1,WR,weighted,15.93301075,17,0.542096774,0.714177849,15.39,16.30607,5
10723,Mohamed,Sanu,ATL,WR,30,7,WR,average,11.47,39,0.0375,0.424264069,11.2,11.74,12
11674,Brandin,Cooks,LAR,WR,26,5,WR,robust,15.355,18,0.31,0.630105,14.9725,15.7375,6
10960,Josh,Gordon,NEP,WR,28,7,WR,weighted,15.39483871,18,0.335322581,1.124299782,14.54,15.98213,5
10729,T.Y.,Hilton,IND,WR,30,7,WR,average,14.23,22,0.4425,0.961665222,13.618,14.842,7
10960,Josh,Gordon,NEP,WR,28,7,WR,robust,15.335,19,0.675,1.178667,14.6195,16.0505,5
11674,Brandin,Cooks,LAR,WR,26,5,WR,weighted,15.38698925,19,0.777043011,0.601040764,14.93,15.70095,6
10734,Jarius,Wright,CAR,WR,30,7,WR,average,5.485,98,0.1975,0.035355339,5.4625,5.5075,31
12650,Tyler,Boyd,CIN,WR,25,3,WR,robust,14.755,20,0.3575,0.452193,14.4805,15.0295,7
12650,Tyler,Boyd,CIN,WR,25,3,WR,weighted,14.73204301,20,0.398709677,0.431335137,14.45,14.99403488,7
10737,Travis,Benjamin,LAC,WR,30,7,WR,average,4.25,116,0.2375,0.593969696,3.872,4.628,35
10722,Alshon,Jeffery,PHI,WR,29,7,WR,robust,14.565,21,0.445,2.275791,12.4735,15.2365,7
10722,Alshon,Jeffery,PHI,WR,29,7,WR,weighted,14.48784946,21,0.434086022,2.170817818,12.32,15.05801163,7
10738,Marvin,Jones,DET,WR,29,7,WR,average,11.45,40,0.1925,1.371787156,10.547,12.293,11
10729,T.Y.,Hilton,IND,WR,30,7,WR,robust,14.23,22,0.4425,1.008168,13.618,14.842,7
10729,T.Y.,Hilton,IND,WR,30,7,WR,weighted,14.1788172,22,0.435537634,0.961665222,13.55,14.76293023,7
10838,Rhett,Ellison,NYG,TE,31,7,TE,average,3.205,54,0.05,0.190918831,3.0835,3.3265,16
10838,Rhett,Ellison,NYG,TE,31,7,TE,robust,3.205,54,0.05,0.200151,3.0835,3.3265,16
10838,Rhett,Ellison,NYG,TE,31,7,TE,weighted,3.21516129,53,0.033064516,0.190918831,3.07,3.31489,16
10932,Brandon,Bolden,NEP,RB,29,7,RB,average,4.17,73,0.39,2.948635278,0.2085,3.9615,18
10932,Brandon,Bolden,NEP,RB,29,7,RB,robust,4.17,73,0.39,3.091221,0.2085,3.9615,18
10932,Brandon,Bolden,NEP,RB,29,7,RB,weighted,4.17,74,0.483333333,2.948635278,0,3.71905814,18
10935,Alex,Tanney,NYG,QB,32,7,QB,average,0,56,0,NA,0,0,10
10935,Alex,Tanney,NYG,QB,32,7,QB,robust,0,56,0,0,0,0,10
10935,Alex,Tanney,NYG,QB,32,7,QB,weighted,0,58,0,NA,0,0,10
10940,Derek,Carrier,OAK,TE,29,7,TE,average,2.14,72,0.195,1.513208512,0.107,2.033,16
10940,Derek,Carrier,OAK,TE,29,7,TE,robust,2.14,72,0.195,1.586382,0.107,2.033,16
10940,Derek,Carrier,OAK,TE,29,7,TE,weighted,2.14,70,0.05016129,1.513208512,0,1.908581395,16
10948,Case,Keenum,WAS,QB,31,7,QB,average,14.305,27,0.0075,1.180868325,13.4535,14.9565,8
10948,Case,Keenum,WAS,QB,31,7,QB,robust,14.305,27,0.0075,1.237971,13.4535,14.9565,8
10948,Case,Keenum,WAS,QB,31,7,QB,weighted,14.36032258,29,1.26655914,1.180868325,13.37,14.88469,8
10960,Josh,Gordon,NEP,WR,28,7,WR,average,15.335,19,0.675,1.124299782,14.6195,16.0505,5
13164,Cooper,Kupp,LAR,WR,26,2,WR,robust,14.01,23,0.485,1.601208,13.038,14.982,7
13164,Cooper,Kupp,LAR,WR,26,2,WR,weighted,13.92870968,23,0.379623656,1.527350647,12.93,14.8564186,7
10973,Cole,Beasley,BUF,WR,30,7,WR,average,6.355,91,0.365,0.572756493,5.9905,6.7195,27
13163,Chris,Godwin,TBB,WR,23,2,WR,robust,13.565,24,0.105,0.140847,13.4795,13.6505,8
13163,Chris,Godwin,TBB,WR,23,2,WR,weighted,13.55784946,24,0.08016129,0.134350288,13.47,13.63945349,8
10983,Chris,Hogan,CAR,WR,31,8,WR,average,5.07,101,0.0925,NA,5.07,5.07,32
13277,Kenny,Golladay,DET,WR,26,2,WR,robust,13.485,25,0.1975,1.089711,12.8235,14.1465,8
13277,Kenny,Golladay,DET,WR,26,2,WR,weighted,13.54032258,25,0.266182796,1.039446968,12.75,14.08329,8
10985,Jamize,Olawale,DAL,RB,30,7,RB,average,0,119,0,NA,0,0,19
10985,Jamize,Olawale,DAL,RB,30,7,RB,robust,0,119,0,0,0,0,19
10985,Jamize,Olawale,DAL,RB,30,7,RB,weighted,0,120,0,NA,0,0,19
11007,Garrett,Celek,SFO,TE,31,7,TE,average,3.03,57,0.05,2.142533547,0.1515,2.8785,16
11007,Garrett,Celek,SFO,TE,31,7,TE,robust,3.03,57,0.05,2.246139,0.1515,2.8785,16
11007,Garrett,Celek,SFO,TE,31,7,TE,weighted,3.03,57,0.037956989,2.142533547,0,2.702337209,16
11076,Jermaine,Kearse,DET,WR,29,7,WR,average,0,164,0,NA,0,0,NA
12187,Tyler,Lockett,SEA,WR,27,4,WR,robust,13.435,26,0.355,0.392889,13.1965,13.6735,8
12187,Tyler,Lockett,SEA,WR,27,4,WR,weighted,13.41505376,26,0.350860215,0.374766594,13.17,13.64268605,8
11100,Patrick,DiMarco,BUF,RB,30,8,RB,average,0,119,0,NA,0,0,19
11100,Patrick,DiMarco,BUF,RB,30,8,RB,robust,0,119,0,0,0,0,19
11100,Patrick,DiMarco,BUF,RB,30,8,RB,weighted,0,120,0,NA,0,0,19
11101,James,Develin,NEP,RB,31,9,RB,average,1.915,90,0.11,0.982878426,1.2895,2.5405,19
11101,James,Develin,NEP,RB,31,9,RB,robust,1.915,90,0.11,1.030407,1.2895,2.5405,19
11101,James,Develin,NEP,RB,31,9,RB,weighted,1.862688172,91,0.057688172,0.982878426,1.22,2.459686047,19
11104,Josh,Bellamy,NYJ,WR,30,7,WR,average,2.36,128,0.07,NA,2.36,2.36,46
13629,Calvin,Ridley,ATL,WR,25,1,WR,robust,13.14,27,0.1775,0.014826,13.031,13.049,9
13629,Calvin,Ridley,ATL,WR,25,1,WR,weighted,13.13322581,27,0.14344086,0.014142136,13.03,13.04814,9
11150,Geno,Smith,SEA,QB,29,6,QB,average,0,56,0,NA,0,0,10
11150,Geno,Smith,SEA,QB,29,6,QB,robust,0,56,0,0,0,0,10
11150,Geno,Smith,SEA,QB,29,6,QB,weighted,0,58,0,NA,0,0,10
11151,Matt,Barkley,BUF,QB,29,6,QB,average,0.248,54,0.128,0.175362482,0.0124,0.2356,10
11151,Matt,Barkley,BUF,QB,29,6,QB,robust,0.248,54,0.128,0.1838424,0.0124,0.2356,10
11151,Matt,Barkley,BUF,QB,29,6,QB,weighted,0.248,56,0.128,0.175362482,0,0.221181395,10
11152,Mike,Glennon,OAK,QB,30,6,QB,average,0.858,40,0.003,0.571342279,0.0404,0.7676,10
11152,Mike,Glennon,OAK,QB,30,6,QB,robust,0.858,40,0.003,0.5989704,0.0404,0.7676,10
11152,Mike,Glennon,OAK,QB,30,6,QB,weighted,0.861763441,41,0.004763441,0.571342279,0,0.720623256,10
11177,Kenjon,Barner,ATL,RB,30,6,RB,average,0.33,116,0.16,NA,0.33,0.33,19
11177,Kenjon,Barner,ATL,RB,30,6,RB,robust,0.33,116,0.16,0,0.33,0.33,19
11177,Kenjon,Barner,ATL,RB,30,6,RB,weighted,0.33,117,0.16,NA,0.33,0.33,19
11182,Rex,Burkhead,NEP,RB,29,6,RB,average,7.59,45,0.095,1.456639969,6.663,8.517,13
11182,Rex,Burkhead,NEP,RB,29,6,RB,robust,7.59,45,0.095,1.527078,6.663,8.517,13
11182,Rex,Burkhead,NEP,RB,29,6,RB,weighted,7.512473118,46,0.051344086,1.456639969,6.56,8.397232558,13
11186,Chris,Thompson,WAS,RB,29,6,RB,average,8.005,43,0.385,1.887975106,6.8035,9.2065,12
11186,Chris,Thompson,WAS,RB,29,6,RB,robust,8.005,43,0.385,1.979271,6.8035,9.2065,12
11186,Chris,Thompson,WAS,RB,29,6,RB,weighted,7.904516129,44,0.316505376,1.887975106,6.67,9.051267442,12
11188,Theo,Riddick,DEN,RB,28,6,RB,average,0,119,0,NA,0,0,19
11188,Theo,Riddick,DEN,RB,28,6,RB,robust,0,119,0,0,0,0,19
11188,Theo,Riddick,DEN,RB,28,6,RB,weighted,0,120,0,NA,0,0,19
11192,Le'Veon,Bell,NYJ,RB,27,6,RB,average,19.945,5,2.12,1.308147545,19.0125,20.6775,3
11192,Le'Veon,Bell,NYJ,RB,27,6,RB,robust,19.945,5,2.12,1.371405,19.0125,20.6775,3
11192,Le'Veon,Bell,NYJ,RB,27,6,RB,weighted,19.86784946,5,1.986021505,1.308147545,18.92,20.56994186,3
11193,Giovani,Bernard,CIN,RB,28,6,RB,average,7.505,46,0.125,1.124299782,6.7895,8.2205,13
11193,Giovani,Bernard,CIN,RB,28,6,RB,robust,7.505,46,0.125,1.178667,6.7895,8.2205,13
11193,Giovani,Bernard,CIN,RB,28,6,RB,weighted,7.44516129,48,0.168817204,1.124299782,6.71,8.12805814,13
11199,Spencer,Ware,IND,RB,28,6,RB,average,0,119,0,NA,0,0,19
11199,Spencer,Ware,IND,RB,28,6,RB,robust,0,119,0,0,0,0,19
11199,Spencer,Ware,IND,RB,28,6,RB,weighted,0,120,0,NA,0,0,19
11213,Tavon,Austin,DAL,WR,28,6,WR,average,1.68,138,0.16,NA,1.68,1.68,NA
11680,Jarvis,Landry,CLE,WR,27,5,WR,robust,13.02,28,0.14,0.489258,12.723,13.317,9
11680,Jarvis,Landry,CLE,WR,27,5,WR,weighted,12.99516129,28,0.074516129,0.466690476,12.69,13.27862791,9
11222,Keenan,Allen,LAC,WR,27,6,WR,average,17.265,11,0.315,0.403050865,16.9085,17.4215,4
11678,Allen,Robinson,CHI,WR,26,5,WR,robust,12.905,29,0.1075,1.564143,11.9555,13.8545,9
11678,Allen,Robinson,CHI,WR,26,5,WR,weighted,12.9844086,29,0.207741935,1.491995308,11.85,13.76377,9
11225,Cordarrelle,Patterson,CHI,WR,28,6,WR,average,4.6,109,0.035,NA,4.6,4.6,35
13157,Curtis,Samuel,CAR,WR,23,2,WR,robust,12.855,30,0.165,0.037065,12.8325,12.8775,10
13157,Curtis,Samuel,CAR,WR,23,2,WR,weighted,12.85688172,30,0.171397849,0.035355339,12.83,12.87535,10
11227,Kenny,Stills,HOU,WR,27,6,WR,average,8.61,63,0.0525,1.640487732,7.566,9.654,17
9075,DeSean,Jackson,PHI,WR,33,11,WR,robust,12.74,31,0.19,1.808772,11.642,13.838,10
12930,Robby,Anderson,NYJ,WR,26,3,WR,weighted,12.69645161,31,0.035107527,1.216223664,11.69,13.25004,10
11228,Robert,Woods,LAR,WR,27,6,WR,average,16.015,15,0.105,0.586898628,15.6415,16.3885,5
12930,Robby,Anderson,NYJ,WR,26,3,WR,robust,12.64,32,0.245,1.275036,11.776,13.324,10
13154,Mike,Williams,LAC,WR,25,2,WR,weighted,12.67451613,32,0.185806452,4.171930009,9.41,14.7613,10
11232,DeAndre,Hopkins,HOU,WR,27,6,WR,average,20.475,1,1.115,0.74246212,20.0025,20.9475,1
13154,Mike,Williams,LAC,WR,25,2,WR,robust,12.46,33,0.1575,4.37367,9.705,15.015,10
9075,DeSean,Jackson,PHI,WR,33,11,WR,weighted,12.64817204,33,0.336935484,1.725340546,11.52,13.69613953,10
11237,Russell,Shepard,NYG,WR,29,6,WR,average,0.72,158,0.1,NA,0.72,0.72,NA
11783,John,Brown,BUF,WR,29,5,WR,robust,12.33,34,0.1125,0.037065,12.2925,12.3375,11
11783,John,Brown,BUF,WR,29,5,WR,weighted,12.32924731,34,0.066774194,0.035355339,12.29,12.33459302,11
11239,Marquise,Goodwin,SFO,WR,29,6,WR,average,9.315,55,0.27,0.219203102,9.1755,9.4545,16
12391,Tyrell,Williams,OAK,WR,27,4,WR,robust,12.275,35,0.125,0.852495,11.7575,12.7925,11
12658,Sterling,Shepard,NYG,WR,26,3,WR,weighted,12.29322581,35,0.089677419,2.644579362,10.19,13.58218,11
11244,Travis,Kelce,KCC,TE,30,6,TE,average,19.3,1,3.91,0.636396103,18.795,19.605,1
11244,Travis,Kelce,KCC,TE,30,6,TE,robust,19.3,1,3.91,0.66717,18.795,19.605,1
11244,Travis,Kelce,KCC,TE,30,6,TE,weighted,19.25860215,1,3.852795699,0.636396103,18.75,19.55267442,1
11247,Zach,Ertz,PHI,TE,29,6,TE,average,15.48,2,1.7625,1.046518036,14.714,16.046,2
11247,Zach,Ertz,PHI,TE,29,6,TE,robust,15.48,2,1.7625,1.097124,14.714,16.046,2
11247,Zach,Ertz,PHI,TE,29,6,TE,weighted,15.52817204,2,1.828924731,1.046518036,14.64,15.98236,2
11248,Jordan,Reed,WAS,TE,29,6,TE,average,9.865,12,0.32,0.728319985,9.4015,10.3285,7
11248,Jordan,Reed,WAS,TE,29,6,TE,robust,9.865,12,0.32,0.763539,9.4015,10.3285,7
11248,Jordan,Reed,WAS,TE,29,6,TE,weighted,9.826236559,12,0.277473118,0.728319985,9.35,10.26861628,7
11250,Tyler,Eifert,CIN,TE,29,6,TE,average,7.73,21,0.345,1.13137085,7.01,8.45,9
11250,Tyler,Eifert,CIN,TE,29,6,TE,robust,7.73,21,0.345,1.18608,7.01,8.45,9
11250,Tyler,Eifert,CIN,TE,29,6,TE,weighted,7.790215054,20,0.068010753,1.13137085,6.93,8.3812,9
11252,Levine,Toilolo,SFO,TE,28,6,TE,average,1.735,76,0.1625,0.091923882,1.6765,1.7935,16
11252,Levine,Toilolo,SFO,TE,28,6,TE,robust,1.735,76,0.1625,0.096369,1.6765,1.7935,16
11252,Levine,Toilolo,SFO,TE,28,6,TE,weighted,1.739892473,76,0.193924731,0.091923882,1.67,1.78791,16
11257,Vance,McDonald,PIT,TE,29,6,TE,average,10.045,11,0.2675,2.397091988,8.5195,11.5705,6
11257,Vance,McDonald,PIT,TE,29,6,TE,robust,10.045,11,0.2675,2.513007,8.5195,11.5705,6
11257,Vance,McDonald,PIT,TE,29,6,TE,weighted,10.17258065,11,0.433655914,2.397091988,8.35,11.42473,6
11337,Darren,Fells,HOU,TE,33,7,TE,average,2.285,69,0.1325,1.025304833,1.6325,2.9375,16
11337,Darren,Fells,HOU,TE,33,7,TE,robust,2.285,69,0.1325,1.074885,1.6325,2.9375,16
11337,Darren,Fells,HOU,TE,33,7,TE,weighted,2.230430108,68,0.04672043,1.025304833,1.56,2.853197674,16
11367,Kyle,Juszczyk,SFO,RB,28,6,RB,average,4.13,74,0.7825,0.664680374,3.597,4.443,18
11367,Kyle,Juszczyk,SFO,RB,28,6,RB,robust,4.13,74,0.7825,0.696822,3.597,4.443,18
11367,Kyle,Juszczyk,SFO,RB,28,6,RB,weighted,4.102903226,75,0.87188172,0.664680374,3.55,4.388348837,18
11390,Latavius,Murray,NOS,RB,29,6,RB,average,11.36,30,0.145,1.880904038,10.163,12.557,9
11390,Latavius,Murray,NOS,RB,29,6,RB,robust,11.36,30,0.145,1.971858,10.163,12.557,9
11390,Latavius,Murray,NOS,RB,29,6,RB,weighted,11.46010753,30,0.257903226,1.880904038,10.03,12.44262,9
11399,Ryan,Griffin,NYJ,TE,29,6,TE,average,5.26,37,0.34,0.777817459,4.765,5.755,13
11399,Ryan,Griffin,NYJ,TE,29,6,TE,robust,5.26,37,0.34,0.81543,4.765,5.755,13
11399,Ryan,Griffin,NYJ,TE,29,6,TE,weighted,5.218602151,37,0.239892473,0.777817459,4.71,5.691046512,13
11441,Ryan,Griffin,TBB,QB,30,6,QB,average,0,56,0,NA,0,0,10
11441,Ryan,Griffin,TBB,QB,30,6,QB,robust,0,56,0,0,0,0,10
11441,Ryan,Griffin,TBB,QB,30,6,QB,weighted,0,58,0,NA,0,0,10
11448,Demetrius,Harris,CLE,TE,28,6,TE,average,4.41,41,0.125,1.58391919,3.402,5.418,14
11448,Demetrius,Harris,CLE,TE,28,6,TE,robust,4.41,41,0.125,1.660512,3.402,5.418,14
11448,Demetrius,Harris,CLE,TE,28,6,TE,weighted,4.325698925,41,0.047473118,1.58391919,3.29,5.287767442,14
11454,C.J.,Anderson,DET,RB,28,6,RB,average,6.91,50,0.0075,0.042426407,6.883,6.937,14
11454,C.J.,Anderson,DET,RB,28,6,RB,robust,6.91,50,0.0075,0.044478,6.883,6.937,14
11454,C.J.,Anderson,DET,RB,28,6,RB,weighted,6.907741935,52,0.095698925,0.042426407,6.88,6.933511628,14
11456,Jaron,Brown,SEA,WR,29,6,WR,average,1.46,143,0.075,NA,1.46,1.46,NA
12658,Sterling,Shepard,NYG,WR,26,3,WR,robust,12.16,36,0.1725,2.772462,10.377,13.743,11
12391,Tyrell,Williams,OAK,WR,27,4,WR,weighted,12.23172043,36,0.169139785,0.813172798,11.7,12.72563953,11
11474,Zach,Line,NOS,RB,29,6,RB,average,1.48,96,0.125,1.046518036,0.074,1.406,19
11474,Zach,Line,NOS,RB,29,6,RB,robust,1.48,96,0.125,1.097124,0.074,1.406,19
11474,Zach,Line,NOS,RB,29,6,RB,weighted,1.48,98,0.135645161,1.046518036,0,1.319953488,19
11516,Jack,Doyle,IND,TE,29,6,TE,average,7.625,22,0.5225,1.025304833,6.9725,8.2775,9
11516,Jack,Doyle,IND,TE,29,6,TE,robust,7.625,22,0.5225,1.074885,6.9725,8.2775,9
11516,Jack,Doyle,IND,TE,29,6,TE,weighted,7.679569892,22,0.559193548,1.025304833,6.9,8.21515,9
11529,Josh,Hill,NOS,TE,29,6,TE,average,3.29,53,0.105,0.537401154,2.948,3.632,16
11529,Josh,Hill,NOS,TE,29,6,TE,robust,3.29,53,0.105,0.563388,2.948,3.632,16
11529,Josh,Hill,NOS,TE,29,6,TE,weighted,3.318602151,52,0.113655914,0.537401154,2.91,3.59932,16
11570,Brittan,Golden,NYG,WR,31,7,WR,average,0,164,0,NA,0,0,NA
9918,Emmanuel,Sanders,DEN,WR,32,9,WR,robust,12.14,37,0.4875,0.696822,11.717,12.563,11
9918,Emmanuel,Sanders,DEN,WR,32,9,WR,weighted,12.17537634,37,0.437849462,0.664680374,11.67,12.52258,11
11640,Teddy,Bridgewater,NOS,QB,27,5,QB,average,0.85,44,0.011,0.601040764,0.0425,0.8075,10
11640,Teddy,Bridgewater,NOS,QB,27,5,QB,robust,0.85,44,0.011,0.630105,0.0425,0.8075,10
11640,Teddy,Bridgewater,NOS,QB,27,5,QB,weighted,0.85,46,0.011,0.601040764,0,0.758081395,10
11642,Blake,Bortles,LAR,QB,28,5,QB,average,1.006,36,0.025,0.711349422,0.0503,0.9557,10
11642,Blake,Bortles,LAR,QB,28,5,QB,robust,1.006,36,0.025,0.7457478,0.0503,0.9557,10
11642,Blake,Bortles,LAR,QB,28,5,QB,weighted,1.006,37,0.025,0.711349422,0,0.897211628,10
11643,A.J.,McCarron,HOU,QB,29,5,QB,average,0.412,50,0.018,0.291327994,0.0206,0.3914,10
11643,A.J.,McCarron,HOU,QB,29,5,QB,robust,0.412,50,0.018,0.3054156,0.0206,0.3914,10
11643,A.J.,McCarron,HOU,QB,29,5,QB,weighted,0.412,52,0.018,0.291327994,0,0.367446512,10
11644,Derek,Carr,OAK,QB,28,5,QB,average,17.755,19,0.2875,1.916259377,16.4355,18.8745,6
11644,Derek,Carr,OAK,QB,28,5,QB,robust,17.755,19,0.2875,2.008923,16.4355,18.8745,6
11644,Derek,Carr,OAK,QB,28,5,QB,weighted,17.64548387,20,0.629139785,1.916259377,16.3,18.71694186,6
11647,Logan,Thomas,DET,TE,28,5,TE,average,0,95,0,NA,0,0,16
11647,Logan,Thomas,DET,TE,28,5,TE,robust,0,95,0,0,0,0,16
11647,Logan,Thomas,DET,TE,28,5,TE,weighted,0,96,0,NA,0,0,16
11657,Carlos,Hyde,HOU,RB,29,5,RB,average,7.275,48,0.225,1.039446968,6.6135,7.9365,13
11657,Carlos,Hyde,HOU,RB,29,5,RB,robust,7.275,48,0.225,1.089711,6.6135,7.9365,13
11657,Carlos,Hyde,HOU,RB,29,5,RB,weighted,7.330322581,49,0.238225806,1.039446968,6.54,7.87329,13
11659,De'Anthony,Thomas,KCC,WR,26,5,WR,average,0,164,0,NA,0,0,NA
13153,Corey,Davis,TEN,WR,24,2,WR,robust,11.835,38,0.375,2.409225,10.2725,13.1975,11
