"","id","first_name","last_name","team.x","position","age","exp","pos.x","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","player","pos.y","team.y","opp_team","draftkings_cost","draftkings_fp","draftkings_value"
"76","9099","Matt","Ryan","ATL","QB",34,11,"QB","average",20.4017594064418,9,0.514038096937259,0.953921234841123,19.068,21.6046538631906,3,"Matt Ryan","QB","ATL","PHI","$6100","20.32","3.33"
"77","9099","Matt","Ryan","ATL","QB",34,11,"QB","robust",20.519912033779,8,0.124317848092261,1.32425832,19.068,21.6046538631906,3,"Matt Ryan","QB","ATL","PHI","$6100","20.32","3.33"
"78","9099","Matt","Ryan","ATL","QB",34,11,"QB","weighted",20.6474409855558,7,0.203682545895834,0.930110187341284,18.9,21.6351311312529,3,"Matt Ryan","QB","ATL","PHI","$6100","20.32","3.33"
"79","9200","Matt","Slater","NEP","WR",34,11,"WR","average",0,175,NA,0,0,0,NA,"Matt Slater","WR","NE","MIA","$3000","0","N/A"
"80","9200","Matt","Slater","NEP","WR",34,11,"WR","robust",0,175,NA,0,0,0,NA,"Matt Slater","WR","NE","MIA","$3000","0","N/A"
"81","9200","Matt","Slater","NEP","WR",34,11,"WR","weighted",0,172,NA,0,0,0,NA,"Matt Slater","WR","NE","MIA","$3000","0","N/A"
"82","9207","Josh","Johnson","DET","QB",33,11,"QB","average",0.854733333333333,65,0.0430191117764471,0.592834951736147,0.052,1.11652,12,"Josh Johnson","QB","DET","LAC","$4000","0","N/A"
"83","9207","Josh","Johnson","DET","QB",33,11,"QB","robust",0.8564,63,0.0173791666666666,0.770952,0.052,1.11652,12,"Josh Johnson","QB","DET","LAC","$4000","0","N/A"
"84","9207","Josh","Johnson","DET","QB",33,11,"QB","weighted",0.844156696595586,50,0.0488685144346869,0.600397037291249,0,1.0764296656535,12,"Josh Johnson","QB","DET","LAC","$4000","0","N/A"
"85","9308","Danny","Amendola","DET","WR",34,11,"WR","average",9.33741666666667,52,0.138110519190953,1.89737442178094,6.32,10.8733,5,"Danny Amendola","WR","DET","LAC","$3900","10.29","2.64"
"86","9308","Danny","Amendola","DET","WR",34,11,"WR","robust",9.682,50,0.259874999999999,0.987411599999999,6.32,10.8733,5,"Danny Amendola","WR","DET","LAC","$3900","10.29","2.64"
"87","9308","Danny","Amendola","DET","WR",34,11,"WR","weighted",9.90115366551941,50,0.295643477069047,1.05510093517521,8.4,10.8819571428571,5,"Danny Amendola","WR","DET","LAC","$3900","10.29","2.64"
"88","9427","Michael","Crabtree","ARI","WR",32,10,"WR","average",3.80533333333333,111,0.119033333333333,2.00703961096935,1.0365,5.9,9,"Michael Crabtree","WR","ARI","BAL","$3300","0.48","0.15"
"89","9427","Michael","Crabtree","ARI","WR",32,10,"WR","robust",3.861,108,0.2935,1.415883,1.0365,5.9,9,"Michael Crabtree","WR","ARI","BAL","$3300","0.48","0.15"
"90","9427","Michael","Crabtree","ARI","WR",32,10,"WR","weighted",3.93560728514513,109,0.124975592196681,2.153812627025,0.482,5.87072340425532,9,"Michael Crabtree","WR","ARI","BAL","$3300","0.48","0.15"
"91","9431","Matthew","Stafford","DET","QB",31,10,"QB","average",17.1837739526132,22,0.163116254633717,1.58846528965833,15.2804945535885,19.423,5,"Matthew Stafford","QB","DET","LAC","$5200","16.61","3.19"
"92","9431","Matthew","Stafford","DET","QB",31,10,"QB","robust",17.0114414453733,24,0.384496509346,1.53730794,15.2804945535885,19.423,5,"Matthew Stafford","QB","DET","LAC","$5200","16.61","3.19"
"93","9431","Matthew","Stafford","DET","QB",31,10,"QB","weighted",17.0101942802881,22,0.89132542699241,1.58069969244901,15.1999916209054,18.9169309234828,5,"Matthew Stafford","QB","DET","LAC","$5200","16.61","3.19"
"94","9448","LeSean","McCoy","KCC","RB",31,10,"RB","average",12.2128925666868,38,0.42812542387043,3.99232315861943,8.65325,18.655,NA,"LeSean McCoy","RB","KC","OAK","$4700","10.84","2.31"
"95","9448","LeSean","McCoy","KCC","RB",31,10,"RB","robust",11.3874962440679,40,0.103467171555552,2.40265747747931,8.65325,18.655,NA,"LeSean McCoy","RB","KC","OAK","$4700","10.84","2.31"
